Geneid,AK006M,AK007M,AK008M,AK010M,AK012M,AK014M,AK016M,AK017M,AK018M,AK021M,AK019M,AK029M,AK034M,AK098M,AK102M,AK117M,AK123M,AK133M,AK134M,AK135M,AK136M,AK137M,AK138M
ENSG00000179041,100,488,498,87,48,814,600,767,172,1081,544,751,536,2302,2973,2079,2978,3235.5,7674,2123.5,4569,1753,2814
ENSG00000147576,2,18,14,3,1,7,6,18,1,16,8,9,21,17,26,21,18,48.5,78,55.5,44,13,40
ENSG00000169085,0,7,4,1,2,12,2,10,1,24,17,9,19,21,25,3,17,11,24,38,22,9,34
ENSG00000185697,72,430,447,55,27,520,591,644,73,478,304,451,524,1268.5,1652,791,813,1325,2207.67,703,1992.5,797,988.5
ENSG00000175073,36,357,358,48,38,308,504,694,96,836,455,554,488,1477.2,2221,1499.5,1991.5,1694,4622,3156,2133,808,2310
ENSG00000270024,4,18,23,0,0,97,34,114,12,48,33,18,20,82.5,75,82,63.5,177,293.5,36.5,179.25,73.5,81.5
ENSG00000213865,17,112,96,12,6,66,88,60,4,70,56,70,87,86,161.75,84,125,208,333,114,181.25,61,80.75
ENSG00000278888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000104205,4,18,23,0,0,97,34,114,12,48,33,18,20,82.5,75,82,63.5,177,293.5,36.5,179.25,73.5,81.5
ENSG00000178460,2,5,6,0,0,20,2,14,2,16,9,3,6,27,29.5,27,17,42,64,16,49,5,31
ENSG00000261787,1,0,1,0,0,0,0,1,0,5,3,0,0,8,10,4,3,6,13,8,6,2,4
ENSG00000178125,0,0,1,1,0,0,1,0,0,1,0,0,0,3,2,1,3,8.5,8,4,6,0,1
ENSG00000121022,93,382,446,24,15,2676,652,2438,379,1045,898,279,622,3000,2110.5,2388.5,1827.5,3539.5,4598,1031,3987.5,1628,3256.7
ENSG00000104218,93,516,581,65,22,619,659,650,98,778,372,462,638,1270,1853.67,1069,1093,1775,3469,1144,2082.5,781.5,1751
ENSG00000066777,174,784,819,83,26,1787,1244,2154,280,1218,768,652,903,3136.5,3187,2910,2326,4254,6973,1568.5,4896,2006.5,2739.5
ENSG00000165078,1,0,0,0,0,3,1,3,0,1,2,0,0,4,4,0,1,0,6,1,1,0,2
ENSG00000046889,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,1
ENSG00000165084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,1,2
ENSG00000137573,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4,0,0,0
ENSG00000137571,1,3,10,1,0,15,7,14,2,15,15,15,8,55,60,28,34,33,93,55,30,4,35
ENSG00000147596,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
ENSG00000140396,93,739,810,49,9,1202,964,1690,225,947,638,878,853,1975,2499.17,1864.5,1684,2314.5,5517.5,972.5,2886,1073.5,1778.5
ENSG00000067167,1309,5317,5769,212,47,10758,6978,14358,2835,4990,4113,2925,6454,18675.67,14546.17,15701.5,10359.17,20703.33,22696.67,4448,22027.83,10215.5,14153.5
ENSG00000147592,173,872,1042,54,26,2460,1536,3093,507,978,1036,687,1535,3417.83,2689.5,2885,2158.5,3446,4942,1199.5,3674.17,1688.5,3473.5
ENSG00000221947,1,0,3,0,0,12,12,16,4,6,10,2,6,24,20,20,22,39,55,23,47,13,26
ENSG00000104313,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ENSG00000178860,41,292,291,23,14,367,221,624,105,440,339,247,404,578.5,1191.5,533,853.67,1020,2706.17,525,1201,415,864
ENSG00000104321,14,49,48,4,1,262,260,382,62,98,73,74,198,243.83,123.5,200.5,102.17,173.67,353,361,337.5,126.5,580.17
ENSG00000182674,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000147601,74,264,307,14,8,587,513,706,120,371,187,238,405,1418.64,1049.82,1126.51,906.35,1710.65,2746.66,490.54,2173.59,879.04,1772.01
ENSG00000164764,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,2,1,7,5,2,0,0,0
ENSG00000274443,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
ENSG00000147604,2252,6354,7290,378,99,22295,7566,22925,4085,8462,8469,2800,7178,20799.12,13437.77,17289.94,11165.62,26220.13,27346.03,4602.52,32046.95,13857.88,18624.43
ENSG00000121039,46,186,182,15,11,810,316,549,97,454,336,304,234,916,820,1129,838,1696,2712.5,846,1151,473,641.5
ENSG00000040341,65,624,616,15,5,1104,901,1228,166,381,357,399,863,1832.65,1183.35,1601.79,983,2139.02,2883.42,404.47,2519.83,1018.67,1826.22
ENSG00000258677,30,94,94,8,3,337,115,279,44,182,171,80,105,364.35,423.88,329.96,273,614.8,1125.17,189.38,632.67,274.42,398.72
ENSG00000104343,26,95,92,8,4,285,110,238,39,171,152,82,110,290.08,382.27,269.58,243.5,518.4,1023.75,184.65,518.17,230.58,312.73
ENSG00000154582,232,964,1063,40,11,2266,1083,1811,272,1399,1047,621,834,3013.92,2948.17,2430.37,1849.52,5097.05,6849.81,1196.33,5027.03,2182.45,3095.42
ENSG00000175606,77,253,250,20,6,1476,308,1706,232,654,658,231,324,1671.5,1630,1444,1315.5,2179.5,3590.5,615.5,2185.5,827,1482
ENSG00000154589,0,0,1,0,0,1,0,4,0,1,0,0,1,1,4,2,3,7,11,1,5,2,1
ENSG00000104369,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,6,3,0,0,0
ENSG00000104381,29,114,154,12,5,380,173,441,77,227,173,116,225,470.5,460,450,360,533,1044,522,887.67,347,746
ENSG00000137558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000121005,0,0,0,0,0,11,0,0,0,8,6,5,1,35,17,31,26,34,66,19,2,0,6
ENSG00000164749,4,21,13,3,1,41,25,19,2,28,15,27,8,74.5,70,93,74,155,273,31,37,10,22
ENSG00000091656,21,145,156,42,36,144,135,274,38,361,187,392,123,594.17,1307,697,947,679,2434.5,996,669.33,263,490
ENSG00000164751,81,528,523,14,0,932,555,996,140,552,458,351,550,1130,1125,913,799,1720,2549.67,457,1713,644.67,1045
ENSG00000171033,2,0,0,2,0,3,0,1,0,0,0,0,0,5,7,8.67,3,10,8,5,0,0,0
ENSG00000104427,21,104,99,10,4,117,148,132,15,101,56,89,172,409,492,319,290.5,524,976.5,223,639,233,658
ENSG00000104432,0,0,0,0,0,0,0,3,0,3,0,1,0,1,2,3,3,0,4,2,3,0,5
ENSG00000104435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
ENSG00000164683,7,17,33,0,2,30,24,43,3,31,13,35,18,72,74,47,52,143,210,54,119,28,39
ENSG00000147586,39,153,169,6,3,957,220,891,114,352,373,125,215,1170.92,1010.74,1048.62,884.36,1590.97,2436.39,388.22,1773.27,699.52,1191.64
ENSG00000276418,67,217,253,14,2,664,314,789,89,328,234,116,234,1687.5,1386.99,1473.17,1045.36,2649.6,3259.88,293.47,2705.15,1143.02,1616.85
ENSG00000076554,63,251,303,13,2,439,301,684,68,296,158,124,212,1603.42,1283.94,1372.41,891.29,2691.21,3031.03,264.6,2683.96,1106.71,1443.97
ENSG00000205189,19,127,139,29,15,387,225,414,59,462,280,309,216,671.33,969.5,660.5,888,681,1862.5,1695,839,341,719
ENSG00000164684,14,55,35,6,2,64,45,72,6,38,18,21,22,170,146,183,150,272,410,59,65,27,43
ENSG00000076641,0,3,2,0,0,3,0,3,1,5,2,5,5,8,18,23,16,17,51,20,6,6,11
ENSG00000164687,234,512,620,52,16,666,604,813,79,607,262,314,545,2324.55,1965.04,1667.38,1246.44,3435.96,4976.74,781.35,3859.46,1734.28,2108.79
ENSG00000147588,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000205186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000170323,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,5,0,0,0
ENSG00000197416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000133731,50,260,285,20,13,939,425,862,161,486,395,231,426,866.67,802,811,738.5,1415.5,2332,768,1604.5,649,1462.5
ENSG00000253598,0,8,6,2,0,6,4,7,1,9,6,1,3,17.5,34,14.5,11,19.5,58,28,25.5,6,14
ENSG00000104231,112,319,346,28,17,993,414,1020,191,658,460,231,408,1249.5,1423.5,1107.5,887,2125,3134,695,2157.17,876.5,1782
ENSG00000164695,24,64,81,3,2,97,113,124,22,85,47,70,95,489,385,371,327,678,1033,244,548,218,482
ENSG00000104497,10,19,22,4,1,68,20,111,19,80,61,23,26,167,273.5,155,185,343,643,358,355,145,377
ENSG00000184672,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000133739,47,135,117,3,0,290,245,204,20,125,67,90,106,395.5,320,279,151,540,624,59,323,126,185
ENSG00000133740,53,240,245,12,8,849,235,756,153,483,471,237,309,1365,1564,990.5,1117.5,1652.5,3182,482,1818,715,1334
ENSG00000176731,322,779,820,57,10,2276,869,2121,212,1058,990,377,602,2264.5,2218.5,2076.5,1571,3942.17,5144.17,942,3893.5,1732,2018
ENSG00000185015,0,3,3,1,0,3,11,7,0,19,4,11,7,9,19,21,29,32,40,90,10,2,70
ENSG00000133742,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
ENSG00000104267,1,6,4,1,6,61,12,33,7,36,13,13,9,73,41,56,56,97,157,78,49,20,44
ENSG00000147614,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,0,1,1,0,0,1,0,0
ENSG00000147613,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000164893,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
ENSG00000123124,150,546,658,66,24,1126,805,1416,206,994,638,518,434,3406.5,3781,3520.25,2688.75,6637.5,10399.17,1872,6500.2,2498.5,3527
ENSG00000176623,70,284,288,15,7,1073,395,1065,157,386,320,140,333,973.5,656,870.67,519.5,1471,1626.17,354,1529.25,578,1105.75
ENSG00000085719,62,424,444,31,8,1479,720,1640,253,420,386,342,695,1696.5,1041,1527.67,949,1390,2190.5,424,2170,902,2300
ENSG00000170289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ENSG00000176571,0,2,2,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0
ENSG00000176566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,1,0,0,0
ENSG00000156103,0,1,0,0,0,5,0,2,0,0,0,1,3,14,13,4,5,7,8,2,1,1,0
ENSG00000104312,173,905,992,51,36,1252,958,1717,281,1300,585,626,1092,3040.5,3472.5,2614,2730,4160.67,7604.5,2980,5251,2021,5540
ENSG00000164823,514,1750,1992,139,48,4317,2314,4144,698,2973,2302,1592,1626,4957.5,6282,4613.5,4448,9194,15231.5,2957,9905,3995,5466
ENSG00000104320,230,1012,1080,63,20,3648,1701,3850,555,1412,1213,776,1399,3956.5,3333,3801.25,2809.17,5403.17,8466.17,1845,7255,3090,4618
ENSG00000104325,46,336,367,9,2,1006,561,1063,140,246,207,183,508,1306,658,1086,619,1436,1709.83,166,1612,662,1273
ENSG00000104327,0,0,0,0,0,0,0,0,0,2,0,2,2,2,3,1.25,3,0,3,29,0,0,4
ENSG00000180694,145,631,663,41,14,1340,686,1350,189,679,584,426,583,1510,1743.5,1427.67,1037,2654,3886.5,359.17,2540.17,1017.33,889
ENSG00000123119,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,8,0,0,5
ENSG00000253250,11,21,29,3,0,83,17,93,15,32,25,9,13,96,91,74,81,238,261,35,227,74,111
ENSG00000155099,45,252,286,19,9,294,184,334,63,158,120,155,307,265,317,239,220,740,1044,164,914,315,595.5
ENSG00000155100,72,398,444,22,12,693,685,719,117,409,331,356,540,954,1033,762.5,670.17,1564.5,2613.5,609,1804.67,760.5,1603
ENSG00000214954,2,12,4,2,0,18,7,15,5,22,20,9,17,24.5,60,21.5,29,27,83,58.5,29,7,44
ENSG00000147606,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,2,0,1,5,2,1,1,1
ENSG00000079102,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0
ENSG00000205133,28,106,113,4,3,138,95,128,7,58,50,50,95,188.67,175.5,197,123,339.07,434.33,53.4,398.63,159.8,200.9
ENSG00000254318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000188343,65,336,408,12,3,864,415,1009,129,337,342,172,421,1045.5,869.83,850.17,580.5,1568.13,2125.97,233.5,1808.42,757,931.24
ENSG00000183808,43,510,454,40,25,657,500,795,135,1033,498,708,613,1151.5,2243,1124,1779,1984,4747,2519,1988,750,1471
ENSG00000164953,38,211,210,10,7,318,272,499,78,364,200,179,352,609.67,588.5,443,430,743.5,1368,700,1034,384,976.5
ENSG00000164951,16,105,118,7,9,194,185,181,48,221,123,164,420,420.5,452,255,351,360,873.33,450,424,140,712
ENSG00000079112,13,51,34,9,1,175,125,223,28,75,57,33,68,319,179,393,232,325,761.5,85,157,75,212.5
ENSG00000164949,19,231,324,21,22,240,331,353,78,508,332,431,415,206,382,169,587,501,1754,1324,562,211,559
ENSG00000197275,74,336,336,24,8,878,483,830,179,470,378,297,638,1221,1150,894.5,768.5,1327.5,2281.33,602,1530.5,590.5,2098.4
ENSG00000265817,4,50,48,7,8,140,92,180,19,118,81,45,50,191.5,251,188,198.5,369,681.83,272,347,128.5,199.9
ENSG00000164944,125,594,663,74,38,1719,894,1907,326,1432,861,708,747,2943.67,2860.5,2718,2282.5,3105.5,6058.83,2472,4322.5,1691.17,3995.5
ENSG00000104413,0,1,2,0,0,4,0,2,1,0,1,1,4,11,5,6,3,6,7,1,1,1,4
ENSG00000156162,121,331,350,22,7,1123,453,1400,171,560,401,205,351,1872.17,1409.67,1588.33,978,2938.83,3454,515,3344.5,1277.5,1387
ENSG00000164941,164,1014,1013,79,31,2672,1474,2736,493,1192,995,778,1451,3034.33,2355.5,2573,1835.5,3027.5,4553.25,1614.5,4333.5,1776.5,3439.5
ENSG00000175305,46,150,179,22,5,413,228,422,45,192,186,158,176,489,497,377,353,532.5,979,232,527,206,330
ENSG00000156170,74,333,382,10,7,702,312,730,101,370,291,176,388,1023.5,874,752,593,1514.17,2023.58,429.5,1741,624,1104
ENSG00000164938,5,37,33,2,2,55,39,94,6,35,17,20,38,126,117,156,100,232,290,64,290,97,59
ENSG00000175895,31,167,156,19,3,260,222,305,43,277,212,214,284,364.67,615,279,442,582,1409.17,407,586.5,216,589
ENSG00000156172,17,62,92,7,1,241,70,255,42,113,111,50,75,257,306,203,169,450,774,103,483,155,388
ENSG00000156466,0,2,2,0,0,1,3,0,2,3,5,2,5,16,21,8,22,16,30,10,20,6,22
ENSG00000156467,1008,3067,3280,200,54,4916,4098,4137,577,2257,1967,1725,2794,3736.23,3207,3155.67,2373.33,6819.08,7842.93,1361.67,6989.43,3384.73,4324.07
ENSG00000156469,64,244,263,35,16,1034,357,1188,152,610,562,257,368,1277,1489,929,911.5,1334.5,2725.5,666.5,1575.17,626,1497
ENSG00000156471,320,1912,2112,64,13,5040,2196,4963,744,1854,1570,1032,2078,5701.5,3974.5,4765.5,2839,8247.5,9840,1000.5,9679.83,3536,4821
ENSG00000169439,0,2,1,0,0,2,0,1,0,2,1,1,0,6,4,7,4,6,10,9,2,1,1
ENSG00000104324,2,21,32,0,0,52,49,51,7,13,9,12,36,58,35,67,31,115,143,11,82.5,44,66
ENSG00000180543,20,86,93,13,7,260,106,325,49,207,137,106,177,543,508,450,489,626,1269,468,605,215,466
ENSG00000147649,370,1840,1966,95,27,4861,3210,5248,583,1707,1530,1377,1999,6419.58,4458.17,6023.83,4075.33,8623.33,11063.33,1459.5,10355,4247.17,3956.83
ENSG00000104341,194,826,880,31,5,4728,1066,4346,683,1548,1481,446,892,4172.17,2658,3752,2468,5706,6675.17,432.5,6353.83,2435.5,2971.5
ENSG00000132561,25,240,234,11,0,979,527,1540,249,298,237,155,644,1660.5,803,1296.5,760,883,1236,97.5,1332.5,501,869
ENSG00000156482,2241,6119,6285,503,154,11569,5242,10997,2122,6627,5709,3352,5442,10525.23,9484.28,9041.03,7397.25,15823.98,18002.05,4063.25,15659.57,8207.57,9796.67
ENSG00000177459,9,144,164,2,3,171,319,186,25,50,62,94,208,277,226,236,167,409,690,50,459,174,287
ENSG00000132541,134,448,488,21,3,716,469,682,84,268,252,209,387,670,564,535,337,1180.75,1415.5,181.5,1303,476.5,604.5
ENSG00000104356,24,163,165,24,8,798,256,914,123,562,484,248,228,970.5,1256,732.5,811.5,677,1793,575.5,770,292.5,851.5
ENSG00000104361,13,32,27,4,0,70,46,82,11,23,27,20,60,134,109,149,76,250,291,30,141,51,87
ENSG00000156486,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,1,2,0,0,0,0
ENSG00000104375,50,241,284,23,9,698,464,668,120,370,274,224,438,1248.75,837.67,1030.5,737,1246,1979,719.17,1582,589,1817.75
ENSG00000164920,19,87,96,15,9,82,74,146,13,156,105,193,75,200,483,157,315,282,1063.75,316,265,85,118
ENSG00000132549,93,681,686,63,20,839,686,1524,189,1007,585,551,782,1788,2648.5,1906.5,1600.5,2225,4897.75,1885,2766,1009,2566.5
ENSG00000164919,333,967,1081,65,14,3617,1146,3031,482,1720,1802,654,1009,2395.18,2247.73,2125.64,1660.03,4025.58,5186.03,753.25,4017.42,1879.2,2479.58
ENSG00000132554,0,5,5,0,0,4,3,6,0,5,2,0,9,4,5,12,8,6,15.33,10,17.5,5,8
ENSG00000156509,20,118,97,8,4,108,93,207,12,154,78,59,91,273,369,204,216,397,709,294,473,165,335
ENSG00000147669,359,448,481,73,23,1376,558,1298,150,858,717,354,396,2227.5,2345.5,1859.5,1556.5,3384.5,4357.5,1460,3373,1623,1903
ENSG00000104450,69,352,355,25,10,700,534,931,154,379,284,212,372,1044.67,865.5,897,709,1769,2495,509,1963.5,801,1290.5
ENSG00000034677,131,1017,1032,111,55,2263,1638,2594,634,2286,1717,1247,1138,2119,3199.9,2270,3090.5,3124.93,7924.97,3161.07,3605,1442,3728.8
ENSG00000186106,22,42,48,6,1,185,56,180,30,129,129,45,85,198,287,200,249,342.67,682.5,153,327.5,136,206
ENSG00000174226,0,0,0,0,0,1,0,0,0,2,0,1,0,1.5,1,0,2,3,2.5,8,0,2,0
ENSG00000070756,2832,11017,11975,723,268,5872,8444,11790,1305,7386,3510,5257,7042,42410.65,35311.08,35885.48,26067.12,67502.65,65170.24,17175.48,68729.13,34509.35,42053.5
ENSG00000164924,733,2394,2661,192,86,7588,3554,8188,1383,3715,2581,1670,3100,17719.47,11638.83,14921.31,10661.66,19919.77,23192.17,5376.78,21956.56,10797.52,16563
ENSG00000120963,134,491,538,36,16,532,624,710,64,594,311,391,482,3033.5,3466.67,2462.5,2123.33,4577.5,6656.33,1392.33,4162.5,2016.67,2420
ENSG00000083307,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,1
ENSG00000104490,15,74,59,4,1,208,103,199,34,104,49,35,78,374,288,349,235.5,448,575.5,301,316,99,474
ENSG00000048392,48,196,232,13,2,992,288,922,165,412,314,130,306,751.5,659.67,703.5,603,1399.83,1787.83,504.25,1519.33,623.25,931.67
ENSG00000104517,146,1312,1408,216,118,3022,1664,3377,597,3107,1961,1712,2068,4096.5,5942,3838,3960.5,3572.5,9809,4573.5,4850,1833.5,4634.67
ENSG00000155087,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,0,0,0,2
ENSG00000155090,286,1710,1780,302,553,1941,2120,2595,1682,4050,1590,2681,7522,2577,3844,2388,4955.5,3664,8625.5,13059.5,4865,2021,19762
ENSG00000155096,243,638,713,77,64,4592,1026,4240,1068,2568,1765,541,1284,4240.5,3942.17,3896.17,3355.83,6581.33,9232.83,4533.83,7312,3015.17,7515.5
ENSG00000155097,106,280,288,32,10,1713,383,1586,244,638,601,204,358,1839.5,1531.5,1482.5,1110,2440,3662.5,709,3228.5,1305,2094.5
ENSG00000164929,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000164930,71,265,278,15,9,1390,650,1350,235,602,486,262,466,1287,1028,1244,874,1920.5,3272.5,631.5,1884.5,716,1050
ENSG00000164932,4,9,8,2,0,15,9,16,0,7,5,2,7,18,21,15,6,23,33,2,28,4,7
ENSG00000164933,123,750,768,36,17,1439,976,1462,258,790,748,596,848,1400.67,1630.83,1295,1133.5,2094,3826.33,759,2408.17,954.67,1587.67
ENSG00000164934,169,603,692,45,19,3918,1244,3619,526,1213,1293,523,974,4143.33,2623.5,3387,2518.83,3465.33,5653.17,1148.5,5139.67,2226.5,3455.17
ENSG00000176406,1,3,3,1,0,8,2,1,0,1,3,3,4,7,4,7,7,16,22,15,11,3,3
ENSG00000164935,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000147647,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,2,2,3,4,2,0,0
ENSG00000147650,41,198,245,12,4,602,286,775,97,481,300,157,244,1351,1365.5,1262,1043,2049.5,3788.5,452,2647.5,1053,1289
ENSG00000169946,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0.5,3,0,0,2
ENSG00000164830,94,354,330,30,11,890,423,810,135,500,352,248,385,1069,1118.5,930.5,770.5,1744.5,2745,520,1796,731.5,1198
ENSG00000174429,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0
ENSG00000154188,6,15,13,2,0,62,49,50,9,21,19,16,16,74,48,96,48,94,135,11,82,25,55
ENSG00000147655,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,3,0,0,2
ENSG00000104408,1333,4351,4892,216,54,11329,5432,11016,1892,3420,3392,2290,4721,12402.25,7993.67,10970.58,7088.42,15304.17,16866.92,2809.67,18663.08,8488,12468
ENSG00000104412,71,218,230,21,10,878,412,682,135,384,319,185,322,1005.5,783,926,707.5,1350,2206,524,1594,726.5,1501.5
ENSG00000164841,0,2,2,0,0,1,3,3,0,4,1,1,8,5,11,13,8,15,22,18,7,6,10
ENSG00000174417,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000120526,63,303,340,25,14,1958,618,1892,337,753,796,330,670,2257.5,1695,1829.12,1407.5,1594,3085.5,958,2499.33,1135,2786.5
ENSG00000120533,340,668,747,69,29,2769,835,2561,354,1767,1337,404,662,2200,2330.5,1877,1642,3750.5,5286.33,1507.17,3914.17,1539,2224.83
ENSG00000205038,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0.25,3,6,0,0,2
ENSG00000147654,198,578,653,62,24,915,852,932,139,622,465,403,628,1688,1662,1369,1078.5,3049.75,4406,964,2976,1215,2002
ENSG00000147642,9,62,56,8,3,175,90,224,31,118,88,98,73,182.83,288,197,205.67,322,798,56,176,54,104
ENSG00000164794,1,0,0,0,0,4,0,0,0,10,2,1,2,1,2,6,4,11,25,33,0,0,22
ENSG00000164796,0,1,3,0,0,8,1,0,1,5,7,3,1,14,16,6,19,13,25,9,2,0,1
ENSG00000104447,1,2,2,0,2,34,2,0,1,29,17,24,4,107,111,72,44,59,123,54,1,1,7
ENSG00000147677,458,2162,2375,102,36,4806,2699,5294,842,2072,1412,1070,2678,8166.33,5309.25,6848.83,4692.92,9540.16,11103.96,2321.17,11565.63,4961.83,9129.5
ENSG00000147679,135,430,381,63,30,643,552,802,150,553,438,424,503,781,1334.67,784.83,1044,1361,3176.5,1051,1681.5,698,1483
ENSG00000164754,295,1307,1426,107,74,5583,2308,5076,856,2273,1808,1121,1869,6030,4287.5,5237,3667,6734,8846,1884.5,8883.25,3770.86,6016
ENSG00000205002,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
ENSG00000164756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164758,53,129,154,8,6,316,134,370,67,260,197,123,188,146,194,114,154,304.5,569,170,354,114,317
ENSG00000182197,138,1085,1191,50,54,1658,1166,2047,355,1407,652,786,1943,3168.5,3078.5,2799.5,2433,4840,7498,4177,7308.5,2801,7145.5
ENSG00000177570,0,1,1,0,1,5,0,1,0,2,2,1,1,6,3,7,3,7,14,2,3,1,1
ENSG00000164761,2,0,0,0,1,4,0,1,0,4,0,1,0,3,4,11,8,21,25,4,3,1,3
ENSG00000184374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000147676,0,0,0,0,0,4,0,0,1,6,2,5,2,2,4,12,7,14,13,8,5,0,5
ENSG00000136999,1,5,4,1,0,6,5,9,2,6,7,5,10,20,24,20,17,36,68,45,16,13,32
ENSG00000136960,0,1,0,0,1,1,0,0,0,2,0,0,1,1,0,0,2,2,0,13,1,1,3
ENSG00000064313,167,894,962,75,44,2203,1582,2349,455,1335,966,818,1514,2112,2121.17,2065.5,1810.92,2928,5401.5,1942,3960.81,1536,3754.5
ENSG00000136982,65,161,208,12,1,640,298,759,101,280,252,105,208,1114,762.5,897,613,1241,1747.5,160,1629.33,630,932.5
ENSG00000155792,7,64,38,0,1,67,89,63,12,20,22,23,39,93,49,92,66,173,257,21,122,47,87
ENSG00000187955,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2,4,0,0,0
ENSG00000172172,152,310,350,23,10,2312,484,2255,328,677,796,200,425,2530.17,1729,2167,1439.5,2958.5,3741,663,3425,1481,2439.83
ENSG00000172167,32,196,204,19,8,435,322,534,113,283,223,175,364,492.5,588.5,418.5,409,545,1075,466,758,322,1037
ENSG00000172164,4,13,11,0,0,66,16,35,4,21,13,14,10,49,31,104,49,200,218.67,21,62,25,71
ENSG00000170961,26,79,80,20,16,194,89,214,25,283,214,170,148,286,466.5,235,516,318.5,1131,598,371,113,214
ENSG00000178764,7,65,43,2,0,55,69,59,9,62,16,49,72,298,288,227,189,307,572,73,312,97,408
ENSG00000136986,68,352,396,21,6,1448,536,1362,217,642,556,289,456,2128.33,1705.33,2025.5,1556.5,2888.83,4621.33,706,3079.5,1192,1817
ENSG00000156787,112,489,511,32,11,1232,742,1090,229,643,446,340,610,1321,1184.5,1181.33,850,2146,2932,677,2199.5,833.5,1753.5
ENSG00000147689,2,4,2,0,0,33,2,6,2,14,14,17,1,83,47,86,74,86,144,20,7,4,8
ENSG00000189376,38,186,199,14,2,631,240,642,107,354,295,166,290,761.58,920.25,696.58,663.58,1238.75,2152.25,435.42,1292.37,503.25,996.83
ENSG00000259305,40,189,194,14,3,569,246,571,98,360,281,172,287,716.92,871.75,635.08,613.58,1164.75,2009.25,402.92,1234.42,478.25,930.83
ENSG00000165156,186,671,672,62,24,1507,949,1485,199,1136,739,653,682,1958.33,2487,1754,1655,3608,6467.5,1318.67,3540.5,1301,1886.33
